datetime,year,lng,lat,shooting_type
2021-10-01T19:15:00Z,2021,-73.917937162,40.6673152640001,nonlethal
2021-01-06T17:08:00Z,2021,-73.8725466349999,40.8787534250001,nonlethal
2021-09-04T20:18:00Z,2021,-73.948185286,40.8142676480001,nonlethal
2021-05-31T22:29:00Z,2021,-73.9383728609999,40.8030808130001,nonlethal
2021-07-22T06:32:00Z,2021,-73.9228273799999,40.864758883,lethal
2021-05-06T00:50:00Z,2021,-73.763422309,40.694680862,nonlethal
2021-04-20T04:23:00Z,2021,-73.905282945,40.6558652920001,lethal
2021-12-28T21:32:00Z,2021,-73.848192804,40.8197319300001,nonlethal
2021-07-11T01:09:00Z,2021,-73.9556690379999,40.6811449590001,nonlethal
2021-09-04T20:18:00Z,2021,-73.948185286,40.8142676480001,nonlethal
2021-09-23T21:06:00Z,2021,-73.8455524349999,40.8194319940001,nonlethal
2021-11-11T18:33:00Z,2021,-73.789907238,40.6805774320001,nonlethal
2021-05-31T17:50:00Z,2021,-73.950670755,40.6680805360001,nonlethal
2021-04-24T22:09:00Z,2021,-73.9380643649999,40.839601874,lethal
2021-09-03T20:35:00Z,2021,-73.84516691,40.887302596,lethal
2021-05-09T03:48:00Z,2021,-73.8904172329999,40.8548764300001,lethal
2021-10-03T04:01:00Z,2021,-73.914348014,40.764694063,nonlethal
2021-11-02T09:06:00Z,2021,-73.890683006,40.8647246740001,nonlethal
2021-07-12T15:57:00Z,2021,-73.89331798,40.8561115210001,nonlethal
2021-02-21T17:13:00Z,2021,-73.944021799,40.837787921,nonlethal
2021-09-29T12:50:00Z,2021,-73.882203096,40.853506962,lethal
2021-08-17T13:00:00Z,2021,-73.885426178,40.8122928240001,lethal
2021-10-16T06:13:00Z,2021,-73.949573099,40.6800225810001,nonlethal
2021-07-31T23:10:00Z,2021,-73.931259031,40.850222784,nonlethal
2021-11-13T16:59:00Z,2021,-73.9177836379999,40.841584606,lethal
2021-04-25T17:32:00Z,2021,-74.0029251679999,40.67470324,nonlethal
2021-08-21T06:17:00Z,2021,-73.886248985,40.8275872230001,nonlethal
2021-09-19T20:13:00Z,2021,-73.903194041,40.6573457370001,nonlethal
2021-05-17T04:00:00Z,2021,-73.886187853,40.8548778250001,nonlethal
2021-10-15T00:30:00Z,2021,-73.924049029,40.6561289900001,nonlethal
2021-08-31T23:53:00Z,2021,-73.933056198,40.7992324860001,nonlethal
2021-09-28T18:45:00Z,2021,-73.890757594,40.6652505490001,lethal
2021-04-27T19:40:00Z,2021,-73.9344490779999,40.8445540760001,nonlethal
2021-05-15T21:43:00Z,2021,-73.881859356,40.8699775650001,nonlethal
2021-07-04T21:05:00Z,2021,-73.9136270399999,40.6915320060001,lethal
2021-10-31T00:50:00Z,2021,-73.8594864039999,40.8695764670001,nonlethal
2021-12-09T18:28:00Z,2021,-73.912360318,40.6346921320001,lethal
2021-09-08T23:48:00Z,2021,-73.8992503169999,40.8607169750001,nonlethal
2021-08-29T21:43:00Z,2021,-73.989900372,40.7198487750001,nonlethal
2021-11-06T00:15:00Z,2021,-73.89688885,40.8215670800001,lethal
2021-05-22T09:09:00Z,2021,-73.799545071,40.6899845140001,nonlethal
2021-10-06T20:21:00Z,2021,-73.955124358,40.8047655790001,nonlethal
2021-11-08T20:32:00Z,2021,-73.936170934,40.696127738,nonlethal
2021-10-01T15:02:00Z,2021,-73.987637735,40.6848143610001,nonlethal
2021-11-19T21:57:00Z,2021,-74.073780898,40.623816017,nonlethal
2021-09-24T22:47:00Z,2021,-73.8538601,40.6805309550001,lethal
2021-07-19T20:59:00Z,2021,-73.854544398,40.8726114690001,nonlethal
2021-02-15T15:00:00Z,2021,-73.869089226,40.8366979460001,nonlethal
2021-06-15T12:40:00Z,2021,-73.8106258029999,40.735783278,nonlethal
2021-02-01T01:15:00Z,2021,-73.98929902,40.757915693,nonlethal
2021-05-31T19:50:00Z,2021,-73.909228481,40.693625625,nonlethal
2021-09-03T19:08:00Z,2021,-73.8546988809999,40.8350091840001,nonlethal
2021-02-07T21:04:00Z,2021,-73.879760988,40.8446884420001,lethal
2021-06-23T23:18:00Z,2021,-73.983272598,40.7372030990001,nonlethal
2021-04-10T21:48:00Z,2021,-73.929962858,40.6874753550001,nonlethal
2021-05-23T17:17:00Z,2021,-73.9131404789999,40.683036568,nonlethal
2021-08-13T03:56:00Z,2021,-73.816282003,40.6893097880001,nonlethal
2021-08-20T01:15:00Z,2021,-73.924658651,40.827991995,nonlethal
2021-08-06T20:12:00Z,2021,-73.9459401889999,40.798500915,nonlethal
2021-08-07T23:16:00Z,2021,-73.926716496,40.8328953810001,lethal
2021-09-04T03:28:00Z,2021,-73.826705396,40.8826295900001,nonlethal
2021-08-08T17:46:00Z,2021,-73.926797743,40.6703624580001,nonlethal
2021-06-07T19:18:00Z,2021,-73.977015248,40.6438276910001,lethal
2021-01-16T19:48:00Z,2021,-74.087200514,40.616239224,lethal
2021-10-02T01:25:00Z,2021,-73.80427787,40.6746191490001,lethal
2021-06-05T19:28:00Z,2021,-73.898298164,40.861608168,nonlethal
2021-07-10T08:54:00Z,2021,-73.909330682,40.817356155,nonlethal
2021-07-04T04:17:00Z,2021,-73.891138941,40.8335617000001,nonlethal
2021-08-18T22:55:00Z,2021,-73.908617511,40.813147933,lethal
2021-10-13T22:24:00Z,2021,-74.081424629,40.6175582170001,nonlethal
2021-03-02T06:44:00Z,2021,-73.924448297,40.666370031,nonlethal
2021-07-12T23:40:00Z,2021,-73.906052754,40.851409937,nonlethal
2021-12-09T18:28:00Z,2021,-73.912360318,40.6346921320001,nonlethal
2021-11-27T08:23:00Z,2021,-73.892378083,40.8561216270001,nonlethal
2021-07-28T19:15:00Z,2021,-73.949305125,40.8238581950001,nonlethal
2021-06-02T17:59:00Z,2021,-73.7825721139999,40.6844202230001,nonlethal
2021-03-27T13:00:00Z,2021,-73.875137068,40.668188039,lethal
2021-02-28T23:40:00Z,2021,-73.9636055889999,40.7982498420001,nonlethal
2021-08-07T20:49:00Z,2021,-73.922803611,40.8665484110001,nonlethal
2021-02-23T22:21:00Z,2021,-73.954809401,40.656820404,nonlethal
2021-07-30T23:02:00Z,2021,-74.160468725,40.6272822080001,nonlethal
2021-06-29T17:35:00Z,2021,-73.958988678,40.665124931,nonlethal
2021-03-07T06:05:00Z,2021,-73.9061906439999,40.6690547100001,nonlethal
2021-08-19T23:17:00Z,2021,-73.938604386,40.7478677780001,lethal
2021-09-20T04:05:00Z,2021,-73.920308429,40.8609283160001,lethal
2021-04-16T10:45:00Z,2021,-73.7887170779999,40.7000412200001,nonlethal
2021-11-21T17:58:00Z,2021,-74.0843007089999,40.641707559,nonlethal
2021-05-30T02:00:00Z,2021,-73.9949770109999,40.612789048,nonlethal
2021-10-25T21:28:00Z,2021,-73.9307119979999,40.8305813110001,nonlethal
2021-08-23T09:30:00Z,2021,-73.946396856,40.78307848,lethal
2021-12-20T17:07:00Z,2021,-73.9480096459999,40.817124823,nonlethal
2021-04-29T19:00:00Z,2021,-73.936315613,40.6730250640001,nonlethal
2021-12-14T01:14:00Z,2021,-73.969587035,40.7974940300001,nonlethal
2021-08-16T00:26:00Z,2021,-73.9379085149999,40.6929310320001,nonlethal
2021-07-17T00:25:00Z,2021,-73.909552291,40.6915124070001,nonlethal
2021-11-24T20:03:00Z,2021,-73.884232679,40.8546123890001,nonlethal
2021-03-20T16:30:00Z,2021,-73.9316188619999,40.62677001,nonlethal
2021-08-02T18:34:00Z,2021,-73.8786330039999,40.8428839860001,nonlethal
2021-04-29T00:25:00Z,2021,-73.922481314,40.8080611350001,nonlethal
2021-05-27T21:06:00Z,2021,-73.846989617,40.8213360020001,nonlethal
2021-07-23T16:24:00Z,2021,-73.897974475,40.8675830940001,nonlethal
2021-06-30T00:33:00Z,2021,-73.95031372,40.798963998,nonlethal
2021-02-12T07:40:00Z,2021,-73.880342342,40.6741964030001,nonlethal
2021-10-30T17:40:00Z,2021,-73.9201028259999,40.7010473090001,lethal
2021-04-06T13:48:00Z,2021,-73.945792677,40.695778596,lethal
2021-08-31T01:01:00Z,2021,-73.8967975589999,40.831508366,nonlethal
2021-06-07T19:55:00Z,2021,-73.789886882,40.6733064650001,lethal
2021-09-02T22:50:00Z,2021,-74.102416804,40.5845077700001,nonlethal
2021-01-12T06:00:00Z,2021,-73.854909026,40.8778433200001,nonlethal
2021-08-16T00:30:00Z,2021,-73.889484104,40.6767774040001,lethal
2021-06-30T02:08:00Z,2021,-73.908902949,40.8210337430001,nonlethal
2021-06-11T23:22:00Z,2021,-74.0860901999999,40.615526415,nonlethal
2021-08-12T21:55:00Z,2021,-73.832111438,40.696624091,lethal
2021-05-31T19:50:00Z,2021,-73.909228481,40.693625625,nonlethal
2021-07-18T05:26:00Z,2021,-73.902690251,40.844589297,nonlethal
